StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,DSGVO,gender,age,edu,jobstatus,jobstatus_8_TEXT,urban,Hotline,EZKV_1,EZKV_2,EZKV_3,EZKV_4,EZKV_5,EZKV_6,BundID,PP_1,PP_2,PP_3,PP_4,PP_5,PP_6,HDS,AD_1,AD_2,AD_3,PD_1,PD_2,PD_3,ATI_1,ATI_2,ATI_3,ATI_4,TIA_1,TIA_2,TIA_3,ICTSC_1,ICTSC_2,ICTSC_3,ICTSC_4,ICTSC_5,ICTSC_6,ICTSC_7,ICTSC_8,ICTSC_9,ICTSC_10,ICTSC_11,ICTSC_12,ICTSC_13,ICTSC_14,ICTSC_15,ICTSC_16,ICTSC_17,ICTSC_18,TP_1,TP_2,TP_3,TP_4,TP_5,TP_6,TP_7,TP_8,TP_9,IO_1,IO_2,IO_3,IO_4,GAAIS_1,GAAIS_2,GAAIS_3,GAAIS_4,GAAIS_5,Q21_1,Q21_2,Q21_3,Q23_1,Q23_2,Q23_3,Q22_1,Q22_2,Q22_3,Q24_1,Q24_2,Q24_3,Abschluss,Q30,studID,StudID
2025-12-21 10:24:58,2025-12-21 10:32:29,0,80.187.83.28,100,451,1,2025-12-21 10:32:30,R_24Ctf1vrhVLeEaA,,,,,48.147,11.4472,anonymous,DE,1,2,23,5,1,,3,2,3,2,1,1,2,6,2,2,2,2,1,1,1,4,6,6,5,3,3,6,3,3,6,6,4,4,4,5,5,6,4,5,5,6,6,5,5,5,5,3,3,4,4,4,4,2,2,2,2,2,5,5,4,6,5,4,3,4,4,3,4,3,6,6,6,6,45,45,45,3,3,3,4,4,4,4,,,3E
2025-12-21 10:37:15,2025-12-21 10:44:22,0,172.226.108.22,100,427,1,2025-12-21 10:44:22,R_2r1eRqd8TTTJbDb,,,,,50.1169,8.6837,anonymous,DE,1,2,22,4,1,,3,1,1,2,2,3,2,5,4,2,2,2,2,2,2,5,3,3,4,3,3,4,1,1,5,4,4,3,3,4,4,4,3,4,4,3,3,3,3,3,3,3,3,2,3,3,2,3,3,4,4,3,4,3,4,4,2,1,4,2,4,3,4,3,4,4,4,4,45,45,45,4,4,4,4,4,4,4,,,3E
2025-12-21 11:36:16,2025-12-21 11:36:41,0,217.231.153.211,100,24,1,2025-12-21 11:36:41,R_8nMAny3BJ7sVtWV,,,,,51.2153,6.6544,anonymous,DE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1B
2025-12-21 11:30:25,2025-12-21 11:43:53,0,61.8.135.0,100,807,1,2025-12-21 11:43:53,R_2IPMU8sTIrmYDP5,,,,,50.1218,8.6376,anonymous,DE,1,2,25,5,2,,1,2,1,2,1,1,1,6,4,2,2,2,2,2,2,2,6,6,6,3,1,3,1,3,4,4,3,1,4,5,5,5,4,6,5,5,5,5,3,4,4,3,3,3,3,1,3,2,1,1,3,1,1,6,6,6,4,4,1,5,1,3,1,4,2,4,4,3,51,44,44,4,4,3,3,3,3,4,,,3F
2025-12-21 11:35:06,2025-12-21 11:58:29,0,37.201.196.186,100,1403,1,2025-12-21 11:58:30,R_8rkvcIuylcAMwDv,,,,,51.4338,6.7799,anonymous,DE,1,1,58,4,2,,2,1,3,4,4,4,4,2,1,,,,,1,1,2,5,2,5,2,5,6,5,5,5,4,6,4,4,4,4,3,4,3,4,4,4,4,3,4,4,3,4,4,3,3,4,4,3,3,4,4,4,4,4,4,4,4,3,4,2,4,2,4,4,4,4,4,45,45,45,4,4,4,4,4,4,4,,,3A
2025-12-21 11:52:36,2025-12-21 12:02:07,0,104.28.62.50,100,570,1,2025-12-21 12:02:07,R_8PBiSdOWYP67YrL,,,,,51.513,7.4728,anonymous,DE,1,2,21,5,2,,3,2,2,5,3,4,4,4,2,2,2,2,2,2,2,5,6,4,5,2,2,4,3,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,3,4,3,3,3,3,3,4,3,4,4,4,4,4,45,45,45,4,4,4,4,4,4,4,,,3E
2025-12-21 12:02:23,2025-12-21 12:12:10,0,79.248.208.87,100,587,1,2025-12-21 12:12:11,R_8WBeuokAZWIQVlS,,,,,51.1414,6.2756,anonymous,DE,1,2,23,4,1,,3,2,2,3,2,4,5,4,1,2,2,2,2,2,2,6,6,3,4,3,3,3,2,2,5,4,4,4,4,5,5,5,4,4,5,4,3,4,4,4,4,2,3,3,2,2,3,3,3,3,5,5,4,3,3,4,1,1,5,2,3,4,2,4,4,4,4,3,44,51,44,2,2,2,2,2,2,2,,,1B
2025-12-14 13:36:00,2025-12-14 13:43:55,0,37.201.196.226,79,475,0,2025-12-21 13:43:57,R_2BlXdAbtI2KktJj,,,,,51.4618,6.7688,anonymous,DE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-21 15:01:08,2025-12-21 15:10:57,0,92.196.220.116,100,589,1,2025-12-21 15:10:58,R_2rpkfYo2eNvIEAW,,,,,50.9164,6.8071,anonymous,DE,1,2,22,5,1,,3,1,2,3,4,4,4,3,4,2,2,1,1,1,2,2,5,6,6,4,4,4,4,4,2,3,5,2,4,4,4,4,4,5,4,5,5,5,4,5,5,3,3,4,4,5,5,2,2,2,3,3,2,5,4,5,2,2,4,2,2,2,3,4,5,4,4,4,45,45,45,3,3,3,3,3,3,5,,,1B
2025-12-21 19:50:35,2025-12-21 20:09:44,0,37.201.196.149,100,1148,1,2025-12-21 20:09:44,R_8mh3ehQkeYLb0Ps,,,,,51.4338,6.7799,anonymous,DE,1,2,23,4,1,,3,1,2,3,1,1,5,5,2,1,1,2,1,1,2,1,4,2,4,4,4,5,2,3,5,5,5,2,3,4,4,4,4,4,4,5,6,5,4,5,4,3,4,3,2,2,3,5,3,3,5,5,3,4,3,4,2,1,5,2,4,2,3,3,5,5,5,5,51,51,51,2,2,2,2,2,2,3,,,3A
2025-12-21 22:05:02,2025-12-21 22:05:19,0,88.208.140.184,100,16,1,2025-12-21 22:05:20,R_2ar8hH2QFUjZImM,,,,,51.5898,7.6633,anonymous,DE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3E
2025-12-21 22:05:36,2025-12-21 22:06:16,0,88.208.140.184,100,40,1,2025-12-21 22:06:17,R_2hMdO4QdmQfdC4j,,,,,51.5898,7.6633,anonymous,DE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3E
2025-12-21 23:00:55,2025-12-21 23:01:02,0,88.208.140.184,100,6,1,2025-12-21 23:01:03,R_8kjaAyLDQ6qSMSd,,,,,51.5898,7.6633,anonymous,DE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3E
2025-12-21 22:55:56,2025-12-21 23:06:58,0,87.150.219.22,100,661,1,2025-12-21 23:06:58,R_8yeh3xFr6IfSStS,,,,,51.3502,7.4157,anonymous,DE,1,1,24,5,2,,1,2,2,2,1,2,5,5,1,2,2,2,2,1,1,2,5,2,2,2,2,4,3,5,3,4,2,4,5,5,5,5,6,6,5,5,4,4,4,4,4,3,3,3,5,5,5,2,1,1,4,3,3,4,4,5,3,3,3,5,1,5,2,5,4,5,5,5,47,47,47,5,5,5,4,5,5,5,,,3E
2025-12-22 00:02:29,2025-12-22 00:12:15,0,176.6.77.242,100,585,1,2025-12-22 00:12:15,R_292CriJakuOcT73,,,,,50.9697,7.005,anonymous,DE,1,1,22,4,1,,2,1,2,3,2,2,2,5,1,1,,1,1,1,1,1,5,2,4,4,4,4,4,5,2,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,2,3,2,2,4,2,2,3,2,4,4,4,4,5,4,2,3,4,3,2,2,4,4,5,5,5,45,45,45,3,3,3,3,3,3,4,,,1A
2025-12-22 04:11:58,2025-12-22 04:25:59,0,83.236.105.55,100,841,1,2025-12-22 04:26:00,R_8U0cIsB0w3zFIBi,,,,,50.8623,6.9483,anonymous,DE,1,2,24,4,1,,3,2,2,4,4,4,5,3,4,2,2,1,2,2,2,3,6,6,6,3,3,3,5,5,4,4,4,4,3,6,6,5,5,6,5,4,4,4,3,4,4,4,3,3,4,4,4,4,3,3,3,4,4,4,4,4,2,2,4,2,4,4,4,4,6,2,2,3,44,44,51,3,3,2,3,3,2,4,"Das Nutzen von KI könnte Wartezeiten erheblich verkürzen, da man oft Wochen und Monate auf Termine wartet. Aber wie z.B. bei KI Serviceassistenten habe ich keine so guten Erfahrungen gemacht da das Problem immer mit einem Servicearbeiter nachher gelöst werden musste und man unnötig lange mit der KI chattet wobei man weiß, dass sie nicht wirklich helfen wird.",,1B
2025-12-22 10:20:06,2025-12-22 10:52:39,0,93.210.128.102,100,1953,1,2025-12-22 10:52:40,R_82RMcMk2yMP6wsS,,,,,50.8693,6.8728,anonymous,DE,1,1,60,4,2,,2,1,4,5,3,4,4,2,2,2,2,2,2,1,1,4,5,2,4,2,3,6,3,4,4,5,4,3,4,4,4,4,3,4,3,3,2,4,2,2,3,3,3,3,3,3,3,3,3,2,5,3,4,4,5,5,4,1,4,2,3,3,2,4,3,5,5,5,45,45,45,3,3,3,3,3,3,5,,,1A
2025-12-22 11:14:26,2025-12-22 11:16:04,0,93.210.128.102,100,98,1,2025-12-22 11:16:05,R_2Ebjka5POkfs3D0,,,,,50.8693,6.8728,anonymous,DE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A
2025-12-22 11:07:42,2025-12-22 11:24:35,0,172.226.108.48,100,1013,1,2025-12-22 11:24:36,R_8QKLMR6YbgKIVuF,,,,,48.1428,11.5801,anonymous,DE,1,1,24,3,2,,2,1,1,2,1,1,2,5,4,2,2,2,2,1,1,5,5,2,6,4,5,5,4,5,2,3,5,5,4,5,5,5,5,3,4,4,5,3,3,3,4,2,2,4,4,5,4,2,2,2,2,2,2,4,5,5,4,3,2,3,1,5,1,5,5,6,5,5,45,45,45,3,3,3,4,4,4,5,,,3A
2025-12-22 11:16:19,2025-12-22 11:29:11,0,93.210.128.102,100,771,1,2025-12-22 11:29:11,R_8ohUiWgMhDu4OvD,,,,,50.8693,6.8728,anonymous,DE,1,2,54,5,2,,3,1,1,3,1,3,5,3,1,2,2,2,1,1,1,4,5,5,3,1,1,5,1,1,4,4,5,3,1,3,4,5,4,3,3,3,2,3,4,4,4,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,4,4,3,4,2,3,2,5,3,5,5,4,47,47,47,5,5,5,5,3,5,6,,,1A
2025-12-22 12:30:58,2025-12-22 12:38:32,0,78.34.66.206,100,453,1,2025-12-22 12:38:32,R_2gFUYAsD3Ii7b0h,,,,,50.9666,6.9005,anonymous,DE,1,2,23,4,1,,3,1,1,3,2,3,4,5,4,1,1,1,1,1,1,2,5,5,5,4,4,5,4,5,3,3,4,4,3,5,5,5,5,5,5,5,5,5,4,5,5,4,3,3,3,3,3,3,2,2,4,4,4,4,3,4,3,2,3,3,4,2,3,3,4,5,4,5,45,44,44,2,1,2,1,1,1,3,,,3C
2025-12-22 21:28:31,2025-12-22 21:34:41,0,176.1.238.170,100,369,1,2025-12-22 21:34:42,R_2GVMkGuaspIofeh,,,,,51.3808,7.4506,anonymous,DE,1,1,23,4,5,,2,2,4,2,4,3,6,5,3,2,2,2,2,2,2,2,2,5,2,1,1,3,2,2,5,2,3,5,5,5,6,5,4,5,4,5,3,4,4,4,4,5,4,4,4,4,5,2,2,2,2,2,2,4,6,6,2,2,3,2,2,3,4,3,4,4,4,4,47,47,45,4,4,3,4,3,3,4,,,3E
2025-12-23 12:35:08,2025-12-23 12:42:28,0,91.177.168.223,100,439,1,2025-12-23 12:42:28,R_8MSOa1Nnk6FTGoM,,,,,50.3721,5.0672,anonymous,DE,1,2,23,5,1,,2,1,3,4,2,4,5,4,1,1,2,1,2,2,2,4,4,4,3,2,2,3,3,3,5,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,5,1,3,3,1,2,4,3,1,4,5,4,3,4,4,4,2,1,4,3,5,5,4,4,3,3,3,3,44,44,44,4,3,2,4,4,3,4,,,2C
2025-12-23 12:44:59,2025-12-23 12:53:15,0,80.187.126.230,100,495,1,2025-12-23 12:53:15,R_2f7t8D5WEdrij3b,,,,,53.5281,8.6043,anonymous,DE,1,1,30,5,5,,3,1,2,3,3,3,4,5,1,2,2,2,2,2,2,4,5,5,6,2,3,6,1,3,6,6,5,4,4,4,5,5,4,5,5,4,4,4,3,4,5,3,4,2,2,2,3,2,2,2,3,3,1,4,4,5,3,2,3,4,2,4,1,6,3,4,4,4,44,44,45,3,3,4,3,3,4,4,,,2C
2025-12-23 14:00:39,2025-12-23 14:19:43,0,87.152.193.204,100,1143,1,2025-12-23 14:19:43,R_29g8LqoWEZaH3k5,,,,,52.1051,9.3632,anonymous,DE,1,2,24,5,1,,3,1,3,5,2,3,5,4,1,2,2,2,1,1,1,4,6,6,6,2,3,4,5,5,3,4,4,4,4,6,6,6,6,6,6,4,3,6,5,5,5,5,5,5,3,2,2,2,2,2,2,3,3,,5,5,4,3,2,4,2,4,3,4,2,5,5,5,47,47,47,4,4,4,5,5,5,5,,,2C
2025-12-23 15:18:03,2025-12-23 15:29:00,0,92.208.184.37,100,657,1,2025-12-23 15:29:01,R_8OjPerUF7IoSi4S,,,,,51.1988,6.7543,anonymous,DE,1,2,23,2,1,,3,2,4,3,4,3,5,6,1,2,2,1,2,1,2,3,6,6,6,4,4,4,4,4,6,6,5,6,4,6,5,1,4,6,5,5,4,6,5,5,5,4,5,5,5,5,5,2,2,2,2,2,3,5,5,5,5,3,2,5,2,4,3,4,3,5,5,5,45,45,47,4,4,4,3,3,3,5,,,1D
2025-12-23 16:12:16,2025-12-23 16:24:21,0,37.81.11.238,100,725,1,2025-12-23 16:24:22,R_2sZSOqNVndLDf92,,,,,50.174,7.297,anonymous,DE,1,1,29,5,1,,3,1,2,3,2,3,5,5,3,2,2,2,1,1,1,2,6,4,6,4,5,6,5,5,5,5,5,3,4,6,6,6,5,4,3,4,5,5,3,5,4,2,3,5,4,4,4,3,1,1,6,6,2,3,1,3,4,3,2,4,1,1,1,5,4,1,1,1,43,43,43,1,1,1,1,1,1,3,,,1D
2025-12-23 16:19:50,2025-12-23 16:33:05,0,84.174.118.37,100,795,1,2025-12-23 16:33:05,R_8R31i3mqyf79t3w,,,,,51.0837,6.6114,anonymous,DE,1,1,23,5,1,,3,2,3,4,3,3,4,4,1,1,2,2,2,1,2,1,4,5,6,3,2,3,3,3,5,4,3,4,4,4,5,5,4,6,5,5,4,5,3,4,4,2,3,4,3,3,4,4,3,2,4,4,3,3,2,3,3,4,4,,3,3,4,4,4,4,3,3,45,43,51,3,4,4,3,3,4,4,,,2C
2025-12-23 16:51:11,2025-12-23 16:58:16,0,84.181.4.61,100,425,1,2025-12-23 16:58:16,R_2r2q00JU9M9wc46,,,,,51.22,6.763,anonymous,DE,1,2,25,5,2,,3,1,3,5,3,4,5,3,1,1,2,1,2,2,2,4,5,5,5,1,1,4,3,3,5,6,4,3,4,4,6,6,6,5,5,4,4,5,5,4,4,4,3,3,3,4,4,2,3,2,2,3,4,4,5,5,2,2,2,3,3,2,3,4,6,5,4,4,47,47,47,5,5,4,5,3,4,4,,,1B
2025-12-23 18:24:30,2025-12-23 18:40:47,0,172.225.189.164,100,976,1,2025-12-23 18:40:47,R_2sNJ1bJl0sl9Nbr,,,,,50.1169,8.6837,anonymous,DE,1,2,24,5,8,Studentin,2,2,3,5,3,4,4,5,1,1,2,1,2,1,1,1,5,4,5,2,2,4,1,2,4,5,5,4,4,5,6,6,4,5,6,6,6,5,4,5,5,1,3,2,4,4,4,2,2,3,4,4,3,4,4,5,4,2,2,4,2,3,2,5,5,3,3,3,45,47,45,1,1,2,3,3,3,4,,,2C
2025-12-23 22:24:49,2025-12-23 22:36:06,0,93.255.148.241,100,677,1,2025-12-23 22:36:07,R_2aVLoOkMS0CurSx,,,,,51.3536,7.1357,anonymous,DE,1,1,24,5,2,,1,1,3,4,3,4,4,3,2,2,2,2,2,2,2,4,5,3,3,2,2,4,2,2,5,5,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,2,2,4,4,3,5,4,4,2,3,4,4,3,3,4,4,4,4,4,4,45,47,45,4,4,4,3,3,3,5,,,2C
2025-12-24 11:03:24,2025-12-24 11:14:58,0,80.187.73.119,100,693,1,2025-12-24 11:14:59,R_8V3DYgjSfGPsKci,,,,,51.45,7.1999,anonymous,DE,1,1,26,3,2,,1,2,2,5,4,4,5,4,4,2,2,2,2,1,2,2,6,6,6,1,1,4,2,3,6,6,6,5,4,5,5,4,4,6,5,5,5,5,3,5,3,2,4,4,4,4,4,3,3,1,1,1,1,5,5,5,3,4,1,3,1,6,4,4,6,5,5,5,45,45,45,4,5,5,5,5,5,5,,,2C
2025-12-24 12:58:22,2025-12-24 13:09:28,0,89.0.52.234,100,666,1,2025-12-24 13:09:29,R_2oKOR5XcrEdJmmh,,,,,50.9244,6.9693,anonymous,DE,1,2,21,4,1,,2,2,2,4,4,5,4,5,3,2,2,2,2,2,1,4,6,6,6,3,5,5,3,3,5,5,4,4,4,5,5,5,5,4,5,5,4,5,4,4,5,5,5,5,4,4,4,2,2,2,3,6,3,5,4,4,2,1,3,1,4,3,3,4,4,5,4,5,45,45,45,4,4,4,4,4,4,4,,,2C
2025-12-24 15:47:01,2025-12-24 16:21:07,0,87.147.209.139,100,2046,1,2025-12-24 16:21:08,R_8O2y0j1A1zGYmLT,,,,,51.1475,6.4718,anonymous,DE,1,1,31,5,2,,1,1,4,5,5,2,5,2,2,2,2,2,2,1,1,1,2,5,5,2,2,2,5,5,2,5,5,2,4,5,6,6,6,6,6,2,2,5,4,5,5,6,5,5,2,5,5,3,2,2,5,2,5,5,5,5,5,2,5,5,2,5,1,5,2,5,5,5,47,47,47,5,5,5,5,5,5,5,,,3D
2025-12-25 11:44:12,2025-12-25 11:44:46,0,104.28.30.62,100,34,1,2025-12-25 11:44:47,R_8MfdY4GRcyVtxot,,,,,51.4549,7.0083,anonymous,DE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2C
2025-12-25 11:45:06,2025-12-25 11:58:07,0,172.226.108.40,100,781,1,2025-12-25 11:58:08,R_8kGQw9NkgGAG80S,,,,,51.4549,7.0083,anonymous,DE,1,1,53,3,2,,1,2,3,3,3,3,4,4,3,2,2,2,2,1,2,3,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,3,4,3,3,3,4,4,3,3,4,3,4,3,3,4,3,4,4,4,45,45,44,4,4,4,4,4,4,4,,,2C
2025-12-18 17:33:32,2025-12-18 17:42:54,0,137.226.142.46,75,561,0,2025-12-25 17:42:55,R_2c5ytwL6kjLovwQ,,,,,50.8063,6.0584,anonymous,DE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-26 02:41:46,2025-12-26 03:00:15,0,146.75.249.208,100,1109,1,2025-12-26 03:00:16,R_5lLOchgGNu1vDi1,,,,,35.0081,-80.9453,anonymous,DE,1,2,55,5,2,,2,3,5,5,5,5,4,1,3,2,2,2,2,1,2,6,6,6,6,5,5,6,5,4,5,6,5,4,5,4,4,3,3,4,3,4,3,4,3,4,3,3,4,4,2,1,3,3,2,2,3,5,3,4,4,5,3,2,4,4,1,4,1,5,1,5,6,6,45,47,47,4,4,5,4,4,5,5,,,1D
2025-12-26 09:56:24,2025-12-26 10:04:48,0,62.155.186.70,100,504,1,2025-12-26 10:04:49,R_2bJYIa0427U0fkR,,,,,51.9434,7.1724,anonymous,DE,1,1,59,5,5,,1,2,3,6,4,6,6,2,3,2,1,2,1,1,1,2,6,3,3,1,1,3,4,5,5,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,1,4,4,4,4,4,,3,4,2,3,2,4,2,4,3,4,4,4,44,44,44,5,5,4,4,4,3,4,,,2C
2025-12-15 12:11:21,2025-12-19 10:11:35,0,79.220.201.195,7,338413,0,2025-12-26 10:11:36,R_2rpvndGi45Drlhg,,,,,49.2481,6.9979,anonymous,DE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-19 10:10:56,2025-12-19 10:37:10,0,195.14.216.150,36,1573,0,2025-12-26 10:37:15,R_2BURsVp9U6kWZ3w,,,,,50.9324,6.9174,anonymous,DE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-26 13:57:24,2025-12-26 14:19:45,0,87.180.209.179,100,1341,1,2025-12-26 14:19:46,R_2cchsJEkPKWd945,,,,,48.8861,9.5353,anonymous,DE,1,2,51,4,5,,1,2,4,5,5,4,5,2,2,2,2,2,1,1,2,3,4,4,2,4,5,5,3,3,4,4,5,5,3,3,4,2,2,3,3,4,4,3,2,3,2,2,5,4,2,2,2,4,5,3,5,5,5,2,3,3,2,1,5,2,4,1,2,2,3,5,5,4,45,45,44,4,4,3,4,4,3,4,,,1C
2025-12-26 14:13:34,2025-12-26 14:20:08,0,104.28.62.51,100,393,1,2025-12-26 14:20:08,R_21bVw0ivL8b3XJ1,,,,,51.342,12.3819,anonymous,DE,1,2,21,4,2,,2,1,2,4,3,4,4,4,1,1,2,1,2,2,1,3,6,4,6,3,4,4,5,5,4,4,4,3,4,6,5,6,5,5,5,4,4,5,4,5,5,2,4,4,4,4,5,3,2,3,3,3,4,5,5,5,4,4,2,4,3,3,4,4,3,5,5,4,45,45,45,3,3,3,3,4,3,4,,,1C
2025-12-26 14:22:43,2025-12-26 14:29:40,0,93.211.234.160,100,417,1,2025-12-26 14:29:41,R_8WA5S1iFlLGxpAU,,,,,50.8178,6.2776,anonymous,DE,1,2,23,4,8,Studentin,3,1,1,3,1,2,5,6,1,1,2,1,2,1,1,3,6,5,6,3,3,4,2,2,5,4,4,5,4,5,5,5,5,4,5,5,5,5,4,4,4,3,3,3,3,3,4,3,2,2,2,1,3,4,5,6,4,3,2,4,5,3,5,4,2,6,6,5,45,45,45,3,3,2,4,4,4,4,,,1C
2025-12-26 14:22:51,2025-12-26 14:42:48,0,172.226.108.25,100,1196,1,2025-12-26 14:42:49,R_8ftYA5HmLVliDiV,,,,,52.5196,13.4069,anonymous,DE,1,2,44,4,8,Arbeitnehmerin & Studentin,1,2,3,3,1,3,3,5,2,1,2,1,2,1,2,3,4,4,4,4,4,4,2,2,4,4,5,2,2,3,4,4,5,4,3,5,5,5,2,5,4,1,3,4,2,2,3,4,4,4,6,6,4,3,4,4,2,1,5,2,3,3,3,4,6,6,6,6,44,44,44,3,3,3,2,2,3,4,Um Termine zu vereinbaren etc. Oder Onlinebanking finde ich es gut. Jedoch nicht wenn’s ums zwischenmenschliche geht. Vueles sollte noch in Hönden von Menschen bleiben.,,1C
2025-12-26 14:43:52,2025-12-26 14:55:28,0,91.53.182.228,100,695,1,2025-12-26 14:55:28,R_2sydGDOiJBFtDMd,,,,,50.9193,8.0067,anonymous,DE,1,1,28,2,2,,1,1,1,1,3,1,4,5,3,2,1,2,2,2,2,6,6,3,4,2,6,3,6,6,6,6,6,3,5,6,6,6,6,6,6,6,6,6,6,6,6,6,3,6,6,6,6,3,3,3,6,6,3,2,6,6,6,6,3,5,3,6,3,6,3,2,2,2,51,51,51,2,2,2,2,2,2,5,"KI ist eine Bereicherung wenn man sie richtig nutzt, wird aber niemals fehlerfrei funktionieren ",,1C
2025-12-26 15:01:02,2025-12-26 15:08:31,0,217.9.247.19,100,448,1,2025-12-26 15:08:31,R_8aWBOtbmmyW5FOz,,,,,41.3253,19.8184,anonymous,DE,1,2,23,4,1,,2,3,2,2,2,2,3,5,4,2,2,2,2,2,2,2,6,6,6,2,2,4,4,4,4,3,5,4,4,6,6,6,5,5,6,6,5,5,4,4,6,2,2,3,3,5,5,4,3,3,2,2,3,3,5,5,5,5,5,5,5,3,5,2,6,4,4,4,43,43,43,1,1,1,5,5,5,4,,,1C
2025-12-26 15:08:02,2025-12-26 15:19:52,0,217.235.134.65,100,710,1,2025-12-26 15:19:53,R_2H9elCbe1Pfr3eF,,,,,50.7748,7.2002,anonymous,DE,1,2,22,4,1,,2,1,3,3,3,3,3,5,3,2,2,2,1,2,2,4,3,3,3,4,4,5,3,3,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,3,3,3,3,3,4,3,3,3,4,3,2,4,3,4,4,3,3,3,4,4,6,3,4,4,4,4,47,47,45,4,4,3,2,2,2,3,"Egal an was du arbeitest, du schaffst das! ",,1C
2025-12-26 16:24:33,2025-12-26 16:35:54,0,176.6.87.92,100,681,1,2025-12-26 16:35:55,R_8ANjzDFqjPTw42K,,,,,50.8174,6.7918,anonymous,DE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1C
2025-12-19 16:30:50,2025-12-19 16:38:33,0,84.160.178.203,96,463,0,2025-12-26 16:38:43,R_21gmeM3AuzC6wtU,,,,,50.9393,6.5637,anonymous,DE,1,2,22,5,1,,2,1,3,4,3,4,5,4,4,2,2,2,2,1,2,1,5,4,5,2,2,4,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,2,3,4,2,4,5,5,3,3,3,3,3,3,2,4,4,6,6,6,4,4,4,4,4,4,5,5,5,5,,,
2025-12-26 17:21:20,2025-12-26 17:21:30,0,89.0.5.231,100,10,1,2025-12-26 17:21:31,R_8ruboWCVQAJt1fK,,,,,50.9475,6.9288,anonymous,DE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-26 17:45:31,2025-12-26 18:00:49,0,91.49.221.37,100,917,1,2025-12-26 18:00:50,R_2lvkxKcxo3xD4PL,,,,,51.6635,6.6235,anonymous,DE,1,2,57,3,4,,1,2,5,5,3,4,5,4,2,2,2,2,2,2,2,1,6,1,1,2,6,6,1,1,5,4,5,1,3,1,1,1,1,3,3,3,3,5,1,1,1,2,1,1,1,1,1,6,6,6,6,6,6,2,2,1,1,1,5,1,6,1,6,1,6,5,5,5,47,47,47,5,5,5,2,2,2,3,,,3A
